Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
701,87207031250 64510 0 Piket 1490,59 <Интегр-Навиг> 62,7766 0,182115 -1,00187 -2,67792 1,59101 0 55,76386342775 37,72247898913 161,28462219238 -1,00212 8,92497 2,10216
270,64477539063 359593 -1,62389 <_____> 1522,11 <Интегр-Навиг> 61,5238 -0,0870205 -1,01549 -5,26833 2,4869 0 55,76043862848 37,72564804739 161,83654785156 0,301587 10,0411 -0,216079
270,19369506836 359866 -3,24767 <_____> 1522,31 <Интегр-Навиг> 61,5004 0,00624167 -0,992897 -5,276 2,49488 0 55,76043502384 37,72565108213 161,84318542480 -0,316229 9,90797 -1,35272
269,74261474609 360142 -1,62389 Piket 1522,31 <Интегр-Навиг> 61,472 0,0700066 -0,975959 -5,21905 2,46567 0 55,76043137328 37,72565415161 161,84957885742 -0,329027 10,351 -1,686
269,29153442383 360416 -1,62389 <_____> 1522,51 <Интегр-Навиг> 61,485 0,00875817 -0,927416 -5,31183 2,52843 0 55,76042777352 37,72565718067 161,85610961914 -0,729431 9,78493 0,789921
268,84045410156 360686 -3,24778 <_____> 1522,71 <Интегр-Навиг> 61,489 -0,0925453 -0,91201 -5,31227 2,54176 0 55,76042439531 37,72566092205 161,83258056641 -0,430531 9,60282 -0,796495
268,38937377930 360958 -1,62389 <_____> 1522,91 <Интегр-Навиг> 61,4792 -0,154592 -0,917495 -5,32149 2,51312 0 55,76042076959 37,72566398737 161,83891296387 -0,666078 10,6562 -0,557963
267,93832397461 361232 -1,62389 <_____> 1523,12 <Интегр-Навиг> 61,4628 -0,167816 -0,918629 -5,29734 2,50884 0 55,76041717606 37,72566702071 161,84559631348 0,542045 10,2746 1,23849
267,48724365234 361506 -3,24767 <_____> 1523,32 <Интегр-Навиг> 61,4299 -0,17053 -0,989914 -5,2403 2,43416 0 55,76041358888 37,72567006292 161,83436584473 -0,187473 10,1499 -1,57768
267,03616333008 361783 -1,62389 <_____> 1523,52 <Интегр-Навиг> 61,3524 -0,131702 -0,955127 -5,1538 2,45241 0 55,76040992200 37,72567538765 161,84082031250 -0,278326 9,69399 -1,29443
266,58508300781 362068 -1,62389 <_____> 1523,52 <Интегр-Навиг> 61,3293 -0,0712033 -0,959588 -5,02545 2,38565 0 55,76040628587 37,72567847210 161,84719848633 -0,487159 9,29315 -0,388193
266,13400268555 362354 -3,24778 <_____> 1523,32 <Интегр-Навиг> 61,305 0,001654 -0,975098 -5,1011 2,44376 0 55,76040276103 37,72568146220 161,85302734375 -0,400404 9,82745 -0,993669
265,68295288086 362633 -1,62389 <_____> 1523,12 <Интегр-Навиг> 61,2502 0,0663797 -0,958598 -5,17121 2,48751 0 55,76039900404 37,72568661313 161,86405944824 0,0960205 9,47873 -0,911084
265,23187255859 362910 -1,62378 <_____> 1522,91 <Интегр-Навиг> 61,2523 0,0264737 -0,986687 -5,2375 2,51149 0 55,76039538138 37,72568971363 161,86956787109 -0,608935 10,6405 0,591963
264,78079223633 363188 -1,62378 <_____> 1522,11 <Интегр-Навиг> 61,2569 0,0795373 -0,987689 -5,22927 2,51903 0 55,76039174859 37,72569282034 161,87532043457 -0,663491 9,66476 0,693629
264,32971191406 363463 -3,24778 <_____> 1521,7 <Интегр-Навиг> 61,2721 0,0358962 -0,993146 -5,24391 2,52269 0 55,76038817569 37,72569588280 161,88072204590 -0,456645 8,99278 0,548388
263,87863159180 363739 -1,62389 <_____> 1521,5 <Интегр-Навиг> 61,247 0,108922 -1,00831 -5,26004 2,51926 0 55,76038452285 37,72569953605 161,86988830566 -0,976868 10,5795 0,393654
263,42755126953 364017 -1,62389 <_____> 1521,5 <Интегр-Навиг> 61,2077 0,0425019 -0,99004 -5,12234 2,47011 0 55,76038090325 37,72570263134 161,87509155273 -0,244053 10,2874 -0,189075
262,97650146484 364301 -3,24778 <_____> 1521,5 <Интегр-Навиг> 61,056 0,106006 -0,840746 -5,11466 2,65127 0 55,76037728860 37,72570573673 161,87974548340 1,75041 8,61135 3,53182
262,52542114258 364585 -1,62378 <_____> 1521,5 <Интегр-Навиг> 61,0057 0,205655 -0,939522 -5,12595 2,45781 0 55,76037415860 37,72570912159 161,84437561035 -0,438673 9,77085 -1,64204
262,07434082031 364865 -1,62378 <_____> 1521,5 <Интегр-Навиг> 61,0042 -0,0405694 -0,928196 -5,11757 2,47676 0 55,76037057880 37,72571219439 161,84996032715 -0,502356 9,66062 1,18976
261,62326049805 365150 -3,24778 <_____> 1521,7 <Интегр-Навиг> 61,1126 -0,300666 -0,927404 -5,01447 2,44769 0 55,76036697123 37,72571531716 161,85543823242 -0,679812 9,88818 0,210087
261,17218017578 365436 -1,62389 <_____> 1521,9 <Интегр-Навиг> 61,0392 -0,270964 -0,961713 -5,04754 2,45458 0 55,76036338443 37,72571839863 161,86183166504 0,342694 9,88884 1,14092
260,72113037109 365721 -1,62389 <_____> 1522,11 <Интегр-Навиг> 61,0006 -0,224233 -1,02102 -5,03083 2,45188 0 55,76036030448 37,72572172795 161,81362915039 -0,204962 9,53719 0,210783
260,27005004883 366007 -1,62389 <_____> 1522,11 <Интегр-Навиг> 60,9953 -0,175753 -1,08357 -5,01447 2,42464 0 55,76035663497 37,72572490240 161,81861877441 -0,453712 9,85166 -0,906678
259,81896972656 366294 -3,24767 Piket 1522,11 <Интегр-Навиг> 60,9689 -0,0958435 -1,12092 -5,01632 2,4492 0 55,76035304844 37,72572800273 161,82319641113 -0,489953 9,74744 0,467805
259,36788940430 366577 -1,62389 <_____> 1521,7 <Интегр-Навиг> 60,9601 -0,0171517 -1,15542 -5,0754 2,49324 0 55,76034947777 37,72573351846 161,75338745117 -0,351946 9,4333 -1,43606
258,91680908203 366860 -1,62389 <_____> 1521,3 <Интегр-Навиг> 60,9474 0,00824913 -1,16551 -5,10347 2,50682 0 55,76034591938 37,72573661370 161,75590515137 -0,101629 10,7524 1,43119
258,46575927734 367140 -3,24778 <_____> 1520,69 <Интегр-Навиг> 60,8732 0,0583691 -1,16802 -5,08989 2,51067 0 55,76034235392 37,72573971973 161,75842285156 0,262771 9,98862 -0,958194
258,01467895508 367423 -1,62378 <_____> 1520,49 <Интегр-Навиг> 60,7995 0,164682 -1,15923 -5,03526 2,475 0 55,76033872777 37,72574288737 161,76063537598 -0,621564 9,62539 -0,694694
257,56359863281 367703 -1,62389 <_____> 1520,29 <Интегр-Навиг> 60,7553 0,116441 -1,15349 -5,13489 2,534 0 55,76033539393 37,72574664346 161,65840148926 -0,785355 9,30831 -0,90421
257,11251831055 367981 -1,62389 <_____> 1519,68 <Интегр-Навиг> 60,7421 0,11616 -1,1407 -5,16661 2,56877 0 55,76033179143 37,72574980381 161,65908813477 0,165695 10,0878 0,813667
256,66143798828 368260 -3,24778 <_____> 1519,48 <Интегр-Навиг> 60,7575 0,0788049 -1,13897 -5,14545 2,5345 0 55,76032828118 37,72575288905 161,65977478027 -0,432621 9,12889 -0,384358
256,21038818359 368539 -1,62389 <_____> 1519,48 <Интегр-Навиг> 60,7831 0,0641478 -1,17104 -5,14406 2,53301 0 55,76032514219 37,72575659298 161,54100036621 0,110088 10,129 1,51545
255,75929260254 368817 -1,62389 <_____> 1519,48 <Интегр-Навиг> 60,7906 0,0243633 -1,13946 -5,1836 2,58132 0 55,76032154025 37,72575975797 161,54084777832 -0,103029 10,1341 1,14994
255,30822753906 369091 -3,24772 <_____> 1519,68 <Интегр-Навиг> 60,737 0,0144968 -1,14587 -5,21073 2,59721 0 55,76031798890 37,72576288483 161,54034423828 0,237175 9,7437 -0,117051
254,85714721680 369364 -1,62383 <_____> 1519,68 <Интегр-Навиг> 60,6541 -0,0319718 -1,1681 -5,24921 2,60728 0 55,76031441962 37,72576603884 161,54022216797 -0,494682 9,19712 -0,451533
254,40606689453 369639 -1,62383 <_____> 1519,68 <Интегр-Навиг> 60,6057 -0,0281738 -1,18819 -5,22263 2,60678 0 55,76031172968 37,72577043360 161,39707946777 0,45175 10,7128 1,36243
253,95500183105 369911 -3,24778 <_____> 1519,48 <Интегр-Навиг> 60,5984 -0,0174961 -1,19633 -5,2504 2,63842 0 55,76030815920 37,72577360339 161,39454650879 0,615731 9,76525 -0,559066
253,50392150879 370185 -1,62383 <_____> 1519,08 <Интегр-Навиг> 60,6073 0,0427689 -1,21693 -5,22274 2,60702 0 55,76030458848 37,72577677829 161,39192199707 -0,580463 9,67366 -1,14865
253,05285644531 370460 -1,62383 <_____> 1518,07 <Интегр-Навиг> 60,5854 0,0488061 -1,2135 -5,15908 2,58496 0 55,76030105168 37,72577992390 161,38896179199 0,397571 10,0102 1,15628
252,60177612305 370738 -3,24772 <_____> 1517,05 <Интегр-Навиг> 60,4831 0,0924317 -1,21959 -5,10346 2,57813 0 55,76029780919 37,72578280542 161,22198486328 0,0859934 9,52239 0,486265
252,15069580078 371015 -1,62389 <_____> 1517,05 <Интегр-Навиг> 60,4047 0,0470215 -1,20804 -5,15699 2,58159 0 55,76029422488 37,72578599736 161,21649169922 -0,18193 9,5108 1,75315
251,69963073730 371292 -1,62389 <_____> 1517,86 <Интегр-Навиг> 60,3591 -0,0159829 -1,21548 -5,12487 2,59049 0 55,76029072409 37,72578912835 161,21116638184 -0,243058 10,0326 -0,0434485
251,24855041504 371571 -1,62389 <_____> 1518,67 <Интегр-Навиг> 60,3391 0,0258645 -1,2316 -5,07664 2,55668 0 55,76028698617 37,72579365025 161,03666687012 0,0668941 9,92476 0,579954
250,79748535156 371851 -3,24772 <_____> 1518,67 <Интегр-Навиг> 60,3337 0,00055681 -1,24663 -5,04694 2,55352 0 55,76028345356 37,72579681801 161,02873229980 -0,314923 9,69029 -0,586268
250,34640502930 372131 -1,62383 <_____> 1518,67 <Интегр-Навиг> 60,3266 -0,024173 -1,27127 -5,0756 2,59407 0 55,76027989945 37,72580000906 161,02073669434 -0,713394 9,68343 -1,11606
249,89532470703 372411 -1,62383 Piket 1518,67 <Интегр-Навиг> 60,278 -0,0159861 -1,28074 -5,05562 2,56784 0 55,76027634665 37,72580320134 161,01289367676 -0,439357 9,60867 0,325587
249,44425964355 372692 -3,24778 <_____> 1518,67 <Интегр-Навиг> 60,2273 0,0241969 -1,30365 -5,0119 2,54336 0 55,76027268126 37,72580783489 160,84333801270 0,00796444 10,1268 -0,384224
248,99317932129 372975 -1,62383 <_____> 1518,67 <Интегр-Навиг> 60,1804 0,024776 -1,31522 -5,03433 2,56162 0 55,76026909293 37,72581107286 160,83277893066 -0,278808 10,3723 0,66665
248,54209899902 373256 -1,62383 <_____> 1517,66 <Интегр-Навиг> 60,1477 0,0817682 -1,30475 -5,07483 2,59124 0 55,76026555963 37,72581426349 160,82263183594 -0,540549 9,3989 -1,0668
248,09103393555 373536 -3,24778 <_____> 1517,05 <Интегр-Навиг> 60,1203 0,09636 -1,31401 -5,05443 2,56795 0 55,76026238813 37,72581839289 160,68429565430 -0,257505 9,73834 0,36992
247,63995361328 373819 -1,62383 <_____> 1517,05 <Интегр-Навиг> 60,1344 0,153663 -1,31096 -5,00824 2,56522 0 55,76025887981 37,72582156435 160,67179870605 0,140539 9,91444 -0,897664
247,18887329102 374100 -1,62389 <_____> 1517,05 <Интегр-Навиг> 60,1186 0,127477 -1,28999 -5,0629 2,58574 0 55,76025536121 37,72582475712 160,65908813477 -0,431906 9,67123 0,919915
246,73780822754 374380 -1,62389 <_____> 1517,05 <Интегр-Навиг> 60,0377 0,11676 -1,28624 -5,04091 2,57818 0 55,76025183122 37,72582795607 160,64633178711 0,0698832 10,3752 0,557208
246,28672790527 374661 -3,24772 <_____> 1517,05 <Интегр-Навиг> 59,9853 0,0517724 -1,28102 -5,00815 2,56004 0 55,76024824870 37,72583200830 160,51765441895 -0,609304 9,61156 0,684995
245,83566284180 374946 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,9547 0,0709411 -1,27885 -4,96963 2,55983 0 55,76024477683 37,72583516382 160,50364685059 -0,183451 9,59152 -0,404139
245,38458251953 375228 -1,62389 <_____> 1517,86 <Интегр-Навиг> 59,9354 0,0553184 -1,28155 -5,064 2,60756 0 55,76024118675 37,72583843471 160,48921203613 -0,193085 10,0432 -1,08372
244,93350219727 375506 -3,24772 <_____> 1518,27 <Интегр-Навиг> 59,9291 -0,000164872 -1,29306 -5,11454 2,64476 0 55,76023771657 37,72584160981 160,37936401367 0,354426 10,2661 0,350684
244,48243713379 375784 -1,62389 <_____> 1517,26 <Интегр-Навиг> 59,9042 0,0751672 -1,30729 -5,07074 2,61302 0 55,76023371505 37,72584618031 160,36363220215 -0,362756 9,55716 -0,38281
244,03135681152 376061 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,8531 0,0641786 -1,32778 -5,1188 2,6496 0 55,76023015963 37,72584944367 160,34764099121 -0,19088 9,73758 -0,354116
243,58029174805 376336 -3,24772 <_____> 1517,05 <Интегр-Навиг> 59,7793 0,0539159 -1,33023 -5,14963 2,682 0 55,76022665379 37,72585267110 160,33206176758 -0,243352 9,74551 0,121409
243,12921142578 376610 -1,62383 <_____> 1517,05 <Интегр-Навиг> 59,6982 0,0901695 -1,34672 -5,16037 2,68789 0 55,76022290262 37,72585705712 160,27104187012 0,161969 9,91578 0,777363
242,67813110352 376885 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,647 0,130392 -1,32693 -5,10984 2,67369 0 55,76021940397 37,72586029567 160,25488281250 -0,516535 9,44929 -0,568343
242,22706604004 377158 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,6373 0,103242 -1,31717 -5,19059 2,72708 0 55,76021588240 37,72586356206 160,23854064941 0,107285 9,80319 1,03834
241,77598571777 377426 -3,24772 <_____> 1517,05 <Интегр-Навиг> 59,6078 0,0658583 -1,29957 -5,26749 2,76532 0 55,76021238816 37,72586681324 160,22264099121 -0,851291 9,75627 -0,347897
241,32490539551 377694 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,5689 0,0642796 -1,30257 -5,27707 2,78654 0 55,76020851919 37,72586953709 160,18066406250 -0,191437 9,56212 1,29462
240,87384033203 377964 -1,62389 <_____> 1517,05 <Интегр-Навиг> 59,5445 0,0763016 -1,29383 -5,18526 2,72887 0 55,76020495230 37,72587286025 160,16406250000 -0,460192 10,0187 0,968196
240,42276000977 378235 -3,24772 <_____> 1517,05 <Интегр-Навиг> 59,4987 0,0336993 -1,33689 -5,19851 2,75135 0 55,76020140863 37,72587616508 160,14739990234 0,267797 10,261 0,695223
239,97167968750 378508 -1,62389 Piket 1517,26 <Интегр-Навиг> 59,4534 0,0267725 -1,35316 -5,14195 2,69603 0 55,76019788313 37,72587945374 160,13880920410 -0,313548 9,72794 0,472049
239,52061462402 378784 -1,62389 <_____> 1518,47 <Интегр-Навиг> 59,4333 -0,0151647 -1,37466 -5,05091 2,65044 0 55,76019428934 37,72588254887 160,12257385254 -0,222888 9,65459 -0,00090478
239,06953430176 379066 -3,24772 <_____> 1519,08 <Интегр-Навиг> 59,4292 0,050512 -1,40008 -4,96812 2,60634 0 55,76019079114 37,72588580391 160,10624694824 -0,240559 9,96872 0,703717
238,61846923828 379347 -1,62389 <_____> 1519,28 <Интегр-Навиг> 59,4015 0,0720995 -1,43348 -5,05536 2,66235 0 55,76018721389 37,72588913122 160,08915710449 0,379543 10,5853 1,47729
238,16738891602 379624 -1,62389 <_____> 1519,48 <Интегр-Навиг> 59,3726 0,13544 -1,39817 -5,078 2,67839 0 55,76018370467 37,72589485930 160,07075500488 -0,333631 9,8227 -0,0882894
237,71630859375 379902 -3,24772 <_____> 1519,68 <Интегр-Навиг> 59,3275 0,00772493 -1,42525 -5,04928 2,68331 0 55,76018016324 37,72589817470 160,05445861816 -0,536416 10,6768 -0,938741
237,26524353027 380180 -1,62389 <_____> 1520,29 <Интегр-Навиг> 59,1784 -0,00476872 -1,38315 -5,0183 2,66042 0 55,76017673183 37,72590140939 160,03878784180 -0,520642 9,44066 -0,828223
236,81416320801 380458 -1,62389 <_____> 1520,69 <Интегр-Навиг> 59,0258 0,0830824 -1,39295 -5,07123 2,70313 0 55,76017320675 37,72590473453 160,02195739746 -0,150874 10,1102 -0,192669
236,36309814453 380736 -3,24772 <_____> 1521,5 <Интегр-Навиг> 58,9857 0,147134 -1,37805 -5,03156 2,7021 0 55,76017069408 37,72590972735 160,00791931152 -0,219564 9,83215 -0,214704
235,91201782227 381015 -1,62383 <_____> 1522,11 <Интегр-Навиг> 58,9917 0,143456 -1,35987 -5,01379 2,70485 0 55,76016718574 37,72591306297 159,99075317383 0,333841 9,90288 1,14072
235,46093750000 381295 -1,62389 <_____> 1522,31 <Интегр-Навиг> 58,9675 0,127685 -1,33727 -5,0093 2,67677 0 55,76016369228 37,72591638911 159,97378540039 -0,487625 9,49669 -0,264938
235,00987243652 381574 -1,62389 <_____> 1522,51 <Интегр-Навиг> 58,909 0,0928166 -1,31578 -5,0106 2,6882 0 55,76016057096 37,72592092388 159,98767089844 -0,164686 9,6183 -1,31106
234,55879211426 381854 -3,24772 <_____> 1522,71 <Интегр-Навиг> 58,8423 0,0760035 -1,30468 -4,95742 2,6833 0 55,76015716105 37,72592418713 159,97163391113 -0,0106683 9,4379 -1,10375
234,10771179199 382139 -1,62389 <_____> 1522,91 <Интегр-Навиг> 58,7981 0,0837772 -1,31251 -4,84461 2,60258 0 55,76015365241 37,72592754438 159,95463562012 -0,359436 9,98823 -1,04722
233,65664672852 382426 -1,62389 <_____> 1522,51 <Интегр-Навиг> 58,7928 0,0979104 -1,30681 -4,85604 2,63115 0 55,76015018249 37,72593086139 159,93760681152 0,148757 9,70436 1,05551
233,20556640625 382716 -3,24772 <_____> 1522,31 <Интегр-Навиг> 58,8077 0,12242 -1,31898 -4,82324 2,60523 0 55,76014685730 37,72593531559 159,96995544434 -0,233507 9,85446 -0,111588
232,75448608398 383008 -1,62389 <_____> 1522,31 <Интегр-Навиг> 58,7551 0,0600853 -1,3219 -4,6819 2,52528 0 55,76014336979 37,72593865822 159,95333862305 -0,0411861 9,90804 0,992859
232,30342102051 383310 -1,62389 <_____> 1522,51 <Интегр-Навиг> 58,6565 0,127038 -1,32239 -4,58239 2,45841 0 55,76013991493 37,72594196519 159,93634033203 -0,706716 9,93026 -0,819519
231,85234069824 383619 -1,62389 <_____> 1523,32 <Интегр-Навиг> 58,5954 0,142907 -1,30134 -4,46139 2,42222 0 55,76013695100 37,72594578661 159,99430847168 0,153186 10,1422 -0,0608056
231,40127563477 383932 -3,24772 <_____> 1523,52 <Интегр-Навиг> 58,5289 0,122376 -1,30797 -4,44412 2,40528 0 55,76013347833 37,72594912525 159,97778320313 -0,323431 9,52957 0,795769
230,95019531250 384247 -1,62383 <_____> 1523,52 <Интегр-Навиг> 58,4968 0,1371 -1,30206 -4,42521 2,39543 0 55,76012995006 37,72595251134 159,96099853516 -0,0614724 9,43687 0,826916
230,49911499023 384558 -1,62389 <_____> 1523,32 <Интегр-Навиг> 58,4606 0,0758664 -1,31219 -4,48719 2,44365 0 55,76012653958 37,72595578984 160,03251647949 -0,0180278 10,0104 -0,527241
230,04804992676 384869 -1,62389 <_____> 1522,91 <Интегр-Навиг> 58,4492 0,104063 -1,31765 -4,47102 2,43204 0 55,76012270439 37,72596196816 160,01770019531 -0,0118327 9,65774 0,137183
229,59696960449 385180 -3,24772 Piket 1522,71 <Интегр-Навиг> 58,4327 0,0657981 -1,34063 -4,45694 2,43484 0 55,76011927977 37,72596527859 160,00325012207 -0,515617 9,76916 -0,835915
229,14590454102 385490 -1,62389 <_____> 1522,71 <Интегр-Навиг> 58,3964 0,0806234 -1,36261 -4,48208 2,44961 0 55,76011578632 37,72596866452 160,08551025391 -0,739166 10,2693 -0,861688
228,69482421875 385796 -1,62383 <_____> 1523,12 <Интегр-Навиг> 58,3274 0,117015 -1,38354 -4,60182 2,53818 0 55,76011152144 37,72597505107 160,07293701172 -0,0119205 9,78447 0,0109239
228,24374389648 386094 -1,62389 <_____> 1523,32 <Интегр-Навиг> 58,2881 0,0782472 -1,38285 -4,71111 2,60469 0 55,76010803643 37,72597846179 160,06031799316 -0,13975 9,6836 1,35695
227,79267883301 386388 -1,62389 <_____> 1523,12 <Интегр-Навиг> 58,2914 0,140756 -1,38278 -4,75459 2,62458 0 55,76010456704 37,72598186042 160,04801940918 -0,320562 9,68479 -0,179542
227,34159851074 386680 -3,24772 <_____> 1522,71 <Интегр-Навиг> 58,3059 0,16199 -1,36358 -4,80631 2,67607 0 55,76010115080 37,72598694325 160,14051818848 0,147719 10,024 1,73729
226,89051818848 386967 -1,62389 <_____> 1522,31 <Интегр-Навиг> 58,2904 0,158541 -1,34574 -4,87101 2,70768 0 55,76009769034 37,72599034924 160,12992858887 0,186818 9,67833 -1,55279
226,43945312500 387251 -1,62389 <_____> 1522,11 <Интегр-Навиг> 58,2729 0,0809294 -1,33557 -4,86578 2,70021 0 55,76009419244 37,72599379847 160,11912536621 -0,476751 9,40796 -1,28254
225,98837280273 387536 -3,24772 <_____> 1522,11 <Интегр-Навиг> 58,2113 0,093541 -1,33549 -4,88171 2,71249 0 55,76009091290 37,72599860904 160,20635986328 -0,464561 9,62168 -0,851726
225,53729248047 387820 -1,62389 <_____> 1522,11 <Интегр-Навиг> 58,1621 0,118011 -1,3395 -4,87599 2,74169 0 55,76008750472 37,72600198516 160,19743347168 -0,12296 9,74462 0,0489212
225,08622741699 388101 -1,62389 <_____> 1522,31 <Интегр-Навиг> 58,0983 0,0685381 -1,37109 -4,94083 2,77045 0 55,76008398460 37,72600548585 160,18803405762 -0,0280312 10,0403 1,02439
224,63514709473 388381 -1,62389 <_____> 1522,91 <Интегр-Навиг> 58,0235 0,098088 -1,38502 -4,89479 2,76795 0 55,76008054105 37,72600892311 160,17889404297 -0,357044 9,68024 -0,901639
